ID,TEA Random
2476,TEA Newell`s Old Boys reserves
2477,TEA Newell`s Old Boys youth team
2478,TEA Newi Cefn - Wales
2479,TEA Newi Cefn Druids - Wales
2480,TEA Newry City - N Ireland
2481,TEA Newtown - Wales
2482,TEA Ngaoundere - Cameroon
2483,TEA Nice - France
2484,TEA Nice reserves
2485,TEA Nice youth team
2486,TEA Nijmegan - Holland
2487,TEA Nimes - France
2488,TEA Nimes reserves
2489,TEA Nimes youth team
2490,TEA Niort - France
2491,TEA Nistru Otaci - Moldova
2492,TEA NK Celje - Slovenia
2493,TEA NK Koper - Slovenia
2494,TEA NK Maribor - Slovenia
2495,TEA NK Maribor reserves
2496,TEA NK Maribor youth team
2497,TEA NK Osijek - Croatia
2498,TEA NK Rijeka - Croatia
2499,TEA NK Varteks - Croatia
2500,TEA NK Zadar - Croatia
2501,TEA NK Zagreb - Croatia
2502,TEA Nkana FC - Zambia
2503,TEA Nkwazi - Zambia
2504,TEA Nocerina - France
2505,TEA Noordwijk - Holland
2506,TEA Nordjylland - Denmark
2507,TEA Norrkoping - Holland
2508,TEA Norrkoping - Sweden
2509,TEA Norrkoping reserves
2510,TEA Norrkoping youth team
2511,TEA North East Stars - Trinidad
2512,TEA Northampton - England
2513,TEA Northampton Town - England
2514,TEA Northwich - England
2515,TEA Northwich Victoria - England
2516,TEA Norwich - England
2517,TEA Norwich City - England
2518,TEA Norwich City reserves
2519,TEA Norwich City youth team
2520,TEA Norwich reserves
2521,TEA Norwich youth team
2522,TEA Nosta Novotroitsk - Russia
2523,TEA Notodden - Norway
2524,TEA Nottingham Forest - England
2525,TEA Nottingham Forest reserves
2526,TEA Nottingham Forest youth team
2527,TEA Nottm For - England
2528,TEA Nottm For reserves
2529,TEA Nottm For youth team
2530,TEA Notts County - England
2531,TEA Notts County reserves
2532,TEA Notts County youth team
2533,TEA Novosibirsk - Russia
2534,TEA Novotroitsk - Russia
2535,TEA NPA - Liberia
2536,TEA NPA Anchors - Liberia
2537,TEA Nublense - Chile
2538,TEA Numancia - Spain
2539,TEA NY Red Bulls - America
2540,TEA NY Red Bulls reserves
2541,TEA NY Red Bulls youth team
2542,TEA Nyiregyhaza Spartacus - Hungary
2543,TEA O Balti - Moldova
2544,TEA O Charleroi - Belgium
2545,TEA O Rustavi - Georgia
2546,TEA O Transports - Tunisia
2547,TEA O'Higgins - Chile
2548,TEA Obilic - Serbia
2549,TEA Obuasi Goldfield - Ghana
2550,TEA OC Khourigba - Morocco
2551,TEA OC Safi - Morocco
2552,TEA Ocean Boys - Nigeria
2553,TEA Odd - Norway
2554,TEA Odense - Denmark
2555,TEA Odessa - Ukraine
2556,TEA Odra - Poland
2557,TEA Odra Wodzislaw - Poland
2558,TEA Odzak - Bosnia
2559,TEA OFI - Greece
2560,TEA OFK Belgrade - Serbia
2561,TEA OH Leuven - Belgium
2562,TEA Oilers - Liberia
2563,TEA Oita Trinita - Japan
2564,TEA Oita Trinita reserves
2565,TEA Oita Trinita youth team
2566,TEA Okhtyrka - Ukraine
2567,TEA Okwawu - Ghana
2568,TEA Old Boys - Argentina
2569,TEA Old Boys reserves
2570,TEA Old Boys youth team
2571,TEA Oldenburg - Germany
2572,TEA Oldham - England
2573,TEA Olimpi Rustavi - Georgia
2574,TEA Olimpia - Paraguay
2575,TEA Olimpia Balti - Moldova
2576,TEA Olimpia reserves
2577,TEA Olimpia youth team
2578,TEA Olimpija - Slovenia
2579,TEA Olimps - Latvia
2580,TEA Olomouc - Czech Rep
2581,TEA Olympia Riga - Latvia
2582,TEA Olympiakos - Greece
2583,TEA Olympiakos reserves
2584,TEA Olympiakos youth team
2585,TEA Olympic Beja - Tunisia
2586,TEA Olympic Charleroi - Belgium
2587,TEA Olympic Gardens - Jamaica
2588,TEA Olympic Grds - Jamaica
2589,TEA Olympic Kef - Tunisia
2590,TEA Olympique Lyon - France
2591,TEA Olympique Lyon reserves
2592,TEA Olympique Lyon youth team
2593,TEA Olympique Marseille - France
2594,TEA Olympique Marseille reserves
2595,TEA Olympique Marseille youth team
2596,TEA OM Ruisseau - Algeria
2597,TEA Omagh - N Ireland
2598,TEA Omiya Ardija - Japan
2599,TEA Once Caldas - Columbia
2600,TEA Onze Bravos - Angola
2601,TEA Oostende - Holland
2602,TEA Optimizem - Slovenia
2603,TEA Orebro SK - Sweden
2604,TEA Orebro SK reserves
2605,TEA Orebro SK youth team
2606,TEA Orenburg - Russia
2607,TEA Orenburg reserves
2608,TEA Orenburg youth team
2609,TEA Orgryte - Sweden
2610,TEA Orgryte IS - Sweden
2611,TEA Oriente - Bolivia
2612,TEA Oriente Petrolero - Bolivia
2613,TEA Orlando City - America
2614,TEA Orlando City reserves
2615,TEA Orlando City youth team
2616,TEA Orlando Pirates - South Africa
2617,TEA Orleans - France
2618,TEA Osaka - Japan
2619,TEA Osaka reserves
2620,TEA Osaka youth team
2621,TEA Osasuna - Spain
2622,TEA Osasuna reserves
2623,TEA Osasuna youth team
2624,TEA OSC Nice - France
2625,TEA OSC Nice reserves
2626,TEA OSC Nice youth team
2627,TEA Osnabruck - Germany
2628,TEA Osorno - Chile
2629,TEA Osters IF - Sweden
2630,TEA OSV - Holland
2631,TEA Otelul - Romania
2632,TEA Otelul Galati - Romania
2633,TEA Ouakam - Senegal
2634,TEA Ourense - Spain
2635,TEA Oxford - England
2636,TEA Oxford United - England
2637,TEA P Agosto - Angola
2638,TEA P Ajdovscina - Slovenia
2639,TEA P Drnovice - Czech Rep
2640,TEA P Dynamos - Zambia
2641,TEA P Iasi - Romania
2642,TEA P Lucanda - Angola
2643,TEA P Maio - Angola
2644,TEA P Timisoara - Romania
2645,TEA P Zeledon - Costa Rica
2646,TEA Pachuca - Mexico
2647,TEA Pacos - Portugal
2648,TEA Pacos Ferreira - Portugal
2649,TEA Padova - Italy
2650,TEA Padova reserves
2651,TEA Padova youth team
2652,TEA Paganese - Italy
2653,TEA Paksi SE - Russia
2654,TEA Palermo - Italy
2655,TEA Palermo reserves
2656,TEA Palermo youth team
2657,TEA Palestino - Chile
2658,TEA Palmeiras - Brazil
2659,TEA Palmeiras reserves
2660,TEA Palmeiras youth team
2661,TEA Panahaiki - Greece
2662,TEA Panathinaiko - Greece
2663,TEA Panathinaiko reserves
2664,TEA Panathinaiko youth team
2665,TEA Panathinaikos - Greece
2666,TEA Panathinaikos reserves
2667,TEA Panathinaikos youth team
2668,TEA Pandurii - Romania
2669,TEA Pandurii Targu-Jiu - Romania
2670,TEA Panionios - Greece
2671,TEA PAOK - Greece
2672,TEA PAOK reserves
2673,TEA PAOK Salonika - Greece
2674,TEA PAOK Salonika reserves
2675,TEA PAOK Salonika youth team
2676,TEA PAOK youth team
2677,TEA Papa - Hungary
2678,TEA Parana - Brazil
2679,TEA Paranaense - Brazil
2680,TEA Paranaense reserves
2681,TEA Paranaense youth team
2682,TEA Paris FC - France
2683,TEA Paris St Germain - France
2684,TEA Paris St Germain reserves
2685,TEA Paris St Germain youth team
2686,TEA Parma - Italy
2687,TEA Parma reserves
2688,TEA Parma youth team
2689,TEA Partick - Scotland
2690,TEA Partick reserves
2691,TEA Partick Thistle - Scotland
2692,TEA Partick Thistle reserves
2693,TEA Partick Thistle youth team
2694,TEA Partick youth team
2695,TEA Partizan - Serbia
2696,TEA Partizan Belgrade - Serbia
2697,TEA Partizan Belgrade reserves
2698,TEA Partizan Belgrade youth team
2699,TEA Partizan reserves
2700,TEA Partizan youth team
2701,TEA Partizani - Albania
2702,TEA Pas - Iran
2703,TEA Pas-Hamadan - Iran
2704,TEA Pasching - Austria
2705,TEA Paysandu - Brazil
2706,TEA Pegah - Iran
2707,TEA Pelister - Macedonia
2708,TEA Pelister Bitola - Macedonia
2709,TEA Penafiel - Portugal
2710,TEA Penarol - Uruguay
2711,TEA Penarol reserves
2712,TEA Penarol youth team
2713,TEA Perez Zeledon - Costa Rica
2714,TEA Pergolettese - Italy
2715,TEA Perspolis - Iran
2716,TEA Perth Glory - Australia
2717,TEA Perugia - Italy
2718,TEA Perugia reserves
2719,TEA Perugia youth team
2720,TEA Pescara - Italy
2721,TEA Petach Tikva - Israel
2722,TEA Peterborough - England
2723,TEA Peterborough reserves
2724,TEA Peterborough United - England
2725,TEA Peterborough United reserves
2726,TEA Peterborough United youth team
2727,TEA Peterborough youth team
2728,TEA Peterhead - Scotland
2729,TEA Petra Drnovice - Czech Rep
2730,TEA Petro Huambo - Angola
2731,TEA Petro Lucanda - Angola
2732,TEA Petrojet - Egypt
2733,TEA Petrzalka - Slovakia
2734,TEA Peuro Montt - Chile
2735,TEA Peykan - Iran
2736,TEA PFC Naftex - Bulgaria
2737,TEA PFC Shumen - Bulgaria
2738,TEA Philadelphia - America
2739,TEA Philadelphia reserves
2740,TEA Philadelphia Union - America
2741,TEA Philadelphia Union reserves
2742,TEA Philadelphia Union youth team
2743,TEA Philadelphia youth team
2744,TEA Piacenza - Italy
2745,TEA Piacenza reserves
2746,TEA Piacenza youth team
2747,TEA Pirates - South Africa
2748,TEA Pirin - Bulgaria
2749,TEA Pirin Blagoevgrad - Bulgaria
2750,TEA Pirouzi - Iran
2751,TEA Pisa - Italy
2752,TEA Pisa reserves
2753,TEA Pisa youth team
2754,TEA PK-35 - Finland
2755,TEA Platinum - South Africa
2756,TEA Platinum Stars - South Africa
2757,TEA Plymouth - England
2758,TEA Plymouth Argyle - England
2759,TEA Plzen - Czech Rep
2760,TEA Plzen reserves
2761,TEA Plzen youth team
2762,TEA Pogon - Poland
2763,TEA Pogon reserves
2764,TEA Pogon youth team
2765,TEA Pohang - South Korea
2766,TEA Pohang Steelers - South Korea
2767,TEA Point Fortin - Trinidad
2768,TEA Poli Iasi - Romania
2769,TEA Poli Timisoara - Romania
2770,TEA Poli-Ejido - Spain
2771,TEA Police - Trinidad
2772,TEA Politehnica - Moldova
2773,TEA Politehnica Chisinau - Moldova
2774,TEA Polonia - Poland
2775,TEA Polonia Bytom - Poland
2776,TEA Ponte Preta - Brazil
2777,TEA Port Autonome - Senegal
2778,TEA Port Talbot - Wales
2779,TEA Port Talbot Town - Wales
2780,TEA Port Vale - England
2781,TEA Port Vale reserves
2782,TEA Port Vale youth team
2783,TEA Portadown - N Ireland
2784,TEA Porteno - Paraguay
2785,TEA Porthmadog - Wales
2786,TEA Portimonese - Portugal
2787,TEA Portland - America
2788,TEA Portland reserves
2789,TEA Portland Timbers - America
2790,TEA Portland Timbers reserves
2791,TEA Portland Timbers youth team
2792,TEA Portland youth team
2793,TEA Porto Novo - Cape Verde
2794,TEA Portsmouth - England
2795,TEA Portsmouth reserves
2796,TEA Portsmouth youth team
2797,TEA Portuguesa - Brazil
2798,TEA Power Dynamos - Zambia
2799,TEA Poznan - Poland
2800,TEA Poznan reserves
2801,TEA Poznan youth team
2802,TEA Praia - Portugal
2803,TEA Preguica - Cape Verde
2804,TEA Preividza - Slovakia
2805,TEA Prestatyn - Wales
2806,TEA Prestatyn Town - Wales
2807,TEA Preston - England
2808,TEA Preston North End - England
2809,TEA Pribram - Czech Rep
2810,TEA Prime FC - Nigeria
2811,TEA Primiero de Agosto - Angola
2812,TEA Primiero de Maio - Angola
2813,TEA Primorje Ajdovscina - Slovenia
2814,TEA Prnjavor - Bosnia
2815,TEA Pro Vercelli - Italy
2816,TEA Probeda - Macedonia
2817,TEA Probeda Prilep - Macedonia
2818,TEA Progreso - Uruguay
2819,TEA Proleter - Serbia
2820,TEA Proleter reserves
2821,TEA Proleter youth team
2822,TEA Provincial Osorno - Chile
2823,TEA PSG - France
2824,TEA PSG reserves
2825,TEA PSG youth team
2826,TEA PSV - Holland
2827,TEA PSV Eindhoven - Holland
2828,TEA PSV Eindhoven reserves
2829,TEA PSV Eindhoven youth team
2830,TEA PSV reserves
2831,TEA PSV youth team
2832,TEA Publikum - Slovenia
2833,TEA Puchon SK - South Korea
2834,TEA Puebla - Mexico
2835,TEA Puntarenas - Costa Rica
2836,TEA Puntarenas FC - Costa Rica
2837,TEA Puskas AFC - Hungary
2838,TEA Qanah - Egypt
2839,TEA Qingdao - China
2840,TEA Qingdao Yizhong - China
2841,TEA Qingdao Zhongneng - China
2842,TEA QPR - England
2843,TEA Queen of Sth - Scotland
2844,TEA Queen of the South - Scotland
2845,TEA Queens Park - Scotland
2846,TEA Queens Park Rangers - England
2847,TEA Quepos - Costa Rica
2848,TEA Quick Boys - Holland
2849,TEA Quilmes - Argentina
2850,TEA Quindio - Columbia
2851,TEA R Antwerp - Belgium
2852,TEA R Antwerp reserves
2853,TEA R Antwerp youth team
2854,TEA R Balti - Moldova
2855,TEA R Betis - Spain
2856,TEA R Betis reserves
2857,TEA R Betis youth team
2858,TEA R Cepciste - Macedonia
2859,TEA R Juniors - Uruguay
2860,TEA R Madrid - Spain
2861,TEA R Madrid reserves
2862,TEA R Madrid youth team
2863,TEA R Oviedo - Spain
2864,TEA R Oviedo reserves
2865,TEA R Oviedo youth team
2866,TEA R Santander - Spain
2867,TEA R Sociedad - Spain
2868,TEA R Sociedad reserves
2869,TEA R Sociedad youth team
2870,TEA R Vienna - Austria
2871,TEA R Vienna reserves
2872,TEA R Vienna youth team
2873,TEA R Zaragoza - Spain
2874,TEA R Zaragoza reserves
2875,TEA R Zaragoza youth team
2876,TEA R.Sobota - Slovakia
2877,TEA Rabotnicki - Macedonia
2878,TEA Racing Club - Argentina
2879,TEA Racing Club de Strasbourg - France
2880,TEA Racing Club de Strasbourg reserves
2881,TEA Racing Club de Strasbourg youth team
2882,TEA Racing Club Lens - France
2883,TEA Racing Club Lens reserves
2884,TEA Racing Club Lens youth team
2885,TEA Racing Club reserves
2886,TEA Racing Club youth team
2887,TEA Racing Santander - Spain
2888,TEA RACS - Belgium
2889,TEA RACS Couillet - Belgium
2890,TEA Rad - Serbia
2891,TEA Raf Yelgava - Latvia
2892,TEA Rah-Ahan - Iran
2893,TEA Raith - Scotland
2894,TEA Raith reserves
2895,TEA Raith Rovers - Scotland
2896,TEA Raith Rovers reserves
2897,TEA Raith Rovers youth team
2898,TEA Raith youth team
2899,TEA Raja - Morocco
2900,TEA Raja Casablanca - Morocco
2901,TEA Ramblers - Irish Rep
2902,TEA Ramenskoe - Russia
2903,TEA Rampla Juniors - Uruguay
2904,TEA Randers - Denmark
2905,TEA Randers FC - Denmark
2906,TEA Randers FC reserves
2907,TEA Randers FC youth team
2908,TEA Randers reserves
2909,TEA Randers youth team
2910,TEA Rangers - Chile
2911,TEA Rangers - Scotland
2912,TEA Rangers reserves
2913,TEA Rangers youth team
2914,TEA Rapatona - Guinea
2915,TEA Rapid - Romania
2916,TEA Rapid Bucharest - Romania
2917,TEA Rapid Bucharest reserves
2918,TEA Rapid Bucharest youth team
2919,TEA Rapid reserves
2920,TEA Rapid Vienna - Austria
2921,TEA Rapid Vienna reserves
2922,TEA Rapid Vienna youth team
2923,TEA Rapid youth team
2924,TEA Raufoss - Norway
2925,TEA Ravenna - Italy
2926,TEA Rayo - Spain
2927,TEA Rayo reserves
2928,TEA Rayo Vallecano - Spain
2929,TEA Rayo Vallecano reserves
2930,TEA Rayo Vallecano youth team
2931,TEA Rayo youth team
2932,TEA RB Leipzig - Germany
2933,TEA RB Leipzig reserves
2934,TEA RB Leipzig youth team
2935,TEA RBC Roosendaal - Holland
2936,TEA RC Lens - France
2937,TEA RC Lens reserves
2938,TEA RC Lens youth team
2939,TEA RCD Espanyol - Spain
2940,TEA RCD Espanyol reserves
2941,TEA RCD Espanyol youth team
2942,TEA REAC - Hungary
2943,TEA Reading - England
2944,TEA Real Betis - Spain
2945,TEA Real Betis reserves
2946,TEA Real Betis youth team
2947,TEA Real Cartagena - Columbia
2948,TEA Real Jaen - Spain
2949,TEA Real Madrid - Spain
2950,TEA Real Madrid reserves
2951,TEA Real Madrid youth team
2952,TEA Real Mallorca - Spain
2953,TEA Real Mallorca reserves
2954,TEA Real Mallorca youth team
2955,TEA Real Mona - Jamaica
2956,TEA Real Oviedo - Spain
2957,TEA Real Oviedo reserves
2958,TEA Real Oviedo youth team
2959,TEA Real Potosi - Bolivia
2960,TEA Real Rovers - South Africa
2961,TEA Real Salt Lake - America
2962,TEA Real Salt Lake reserves
2963,TEA Real Salt Lake youth team
2964,TEA Real Sociedad - Spain
2965,TEA Real Sociedad reserves
2966,TEA Real Sociedad youth team
2967,TEA Real Tamale Utd - Ghana
2968,TEA Real Valladolid - Spain
2969,TEA Real Valladolid reserves
2970,TEA Real Valladolid youth team
2971,TEA Real Zaragoza - Spain
2972,TEA Real Zaragoza reserves
2973,TEA Real Zaragoza youth team
2974,TEA Recreativo de Huelva - Spain
2975,TEA Recreativo Libolo - Angola
2976,TEA Red Arrows - Zambia
2977,TEA Red Bull Salzburg - Austria
2978,TEA Red Bull Salzburg reserves
2979,TEA Red Bull Salzburg youth team
2980,TEA Red Star B - Serbia
2981,TEA Red Star B reserves
2982,TEA Red Star B youth team
2983,TEA Red Star Belgrade - Serbia
2984,TEA Red Star Belgrade reserves
2985,TEA Red Star Belgrade youth team
2986,TEA Red Star FC - France
2987,TEA Red Star FC reserves
2988,TEA Red Star FC youth team
2989,TEA Reggiana - Italy
2990,TEA Reggiana reserves
2991,TEA Reggiana youth team
2992,TEA Reggina - Italy
2993,TEA Reims - France
2994,TEA Reims reserves
2995,TEA Reims youth team
2996,TEA Remscheid - Germany
2997,TEA Renaissance - Senegal
2998,TEA Renhe - China
2999,TEA Rennes - France
3000,TEA Rennes FC - France
3001,TEA Rennes FC reserves
3002,TEA Rennes FC youth team
3003,TEA Rennes reserves
3004,TEA Rennes youth team
3005,TEA Reno - Jamaica
3006,TEA Renova Cepciste - Macedonia
3007,TEA Rentistas - Uruguay
3008,TEA Resita - Romania
3009,TEA Reutlingen - Germany
3010,TEA Reveil de Daloa - Ivory Coast
3011,TEA Rhayader - Wales
3012,TEA Rhayader Town - Wales
3013,TEA Rhyl - Wales
3014,TEA Ria Stars - South Africa
3015,TEA Ribnita - Moldova
3016,TEA Rijeka - Croatia
3017,TEA Rimini - Italy
3018,TEA Rio Ave - Portugal
3019,TEA Rio Ave AFR - Cameroon
3020,TEA Rio Ave reserves
3021,TEA Rio Ave youth team
3022,TEA Rio Maior - Portugal
3023,TEA River Plate - Argentina
3024,TEA River Plate - Uruguay
3025,TEA River Plate reserves
3026,TEA River Plate youth team
3027,TEA Rizespor - Turkey
3028,TEA RKC Waalwijk - Holland
3029,TEA RKS - Poland
3030,TEA RKS Radomsko - Poland
3031,TEA Roan United - Zambia
3032,TEA Rochdale - England
3033,TEA Roda - Holland
3034,TEA Roda JC - Holland
3035,TEA Roeselare - Belgium
3036,TEA Roma - Italy
3037,TEA Roma Balti - Moldova
3038,TEA Roma reserves
3039,TEA Roma youth team
3040,TEA Roosendaal - Holland
3041,TEA Roots - Liberia
3042,TEA Rops - Finland
3043,TEA Rosariense - Cape Verde
3044,TEA Rosario - Argentina
3045,TEA Rosario Central - Argentina
3046,TEA Rosario Central reserves
3047,TEA Rosario Central youth team
3048,TEA Rosario reserves
3049,TEA Rosario youth team
3050,TEA Rosenborg - Norway
3051,TEA Rosenborg reserves
3052,TEA Rosenborg youth team
3053,TEA Ross County - Scotland
3054,TEA Rostock - Germany
3055,TEA Rostov - Russia
3056,TEA Rotherham - England
3057,TEA Rotherham United - England
3058,TEA Rotor - Russia
3059,TEA Rotor Volgograd - Russia
3060,TEA Rotterdam - Holland
3061,TEA Rouen - France
3062,TEA Rovaniemi - Finland
3063,TEA Rovaniemi PS - Finland
3064,TEA Royal Antwerp - Belgium
3065,TEA Royal Antwerp reserves
3066,TEA Royal Antwerp youth team
3067,TEA Royal Excel Mouscron - Belgium
3068,TEA RS Settat - Morocco
3069,TEA RTU - Ghana
3070,TEA Rubin Kazan - Russia
3071,TEA Rubin Kazan reserves
3072,TEA Rubin Kazan youth team
3073,TEA Ruch - Poland
3074,TEA Ruch Charzow - Poland
3075,TEA Rushden & D - England
3076,TEA Rushden & Diamonds - England
3077,TEA Ryazan - Russia
3078,TEA S Bluewings - South Korea
3079,TEA S Braga - Portugal
3080,TEA S Braga reserves
3081,TEA S Braga youth team
3082,TEA S Central - Jamaica
3083,TEA S Cristal - Peru
3084,TEA S de Batie - Cameroon
3085,TEA S Esperanca - Angola
3086,TEA S Gabalen - Tunisia
3087,TEA S Gijon - Spain
3088,TEA S Gijon reserves
3089,TEA S Gijon youth team
3090,TEA S Laguna - Mexico
3091,TEA S Liege - Belgium
3092,TEA S Liege reserves
3093,TEA S Liege youth team
3094,TEA S Lisbon - Portugal
3095,TEA S Lisbon reserves
3096,TEA S Lisbon youth team
3097,TEA S Morning - Chile
3098,TEA S Praia - Cape Verde
3099,TEA S Tiraspol - Moldova
3100,TEA S Tunisien - Tunisia
3101,TEA S Varna - Bulgaria
3102,TEA S Varna reserves
3103,TEA S Varna youth team
3104,TEA S Yaroslav - Latvia
3105,TEA Saarbrucken - Germany
3106,TEA Saba Battery - Iran
3107,TEA Sabe Sports - Ivory Coast
3108,TEA Sable de Batie - Cameroon
3109,TEA Sagrada Esperanca - Angola
3110,TEA Saint Etienne - France
3111,TEA Saint Etienne reserves
3112,TEA Saint Etienne youth team
3113,TEA Saint Luis - Senegal
3114,TEA Saipa - Iran
3115,TEA Sal - Cape Verde
3116,TEA Sal-Rei - Cape Verde
3117,TEA Salamanca - Spain
3118,TEA Salamanca reserves
3119,TEA Salamanca youth team
3120,TEA Salernitana - Italy
3121,TEA Salford City - England
3122,TEA Salgueiros - Portugal
3123,TEA Salgueiros reserves
3124,TEA Salgueiros youth team
3125,TEA Salisbury - England
3126,TEA Salisbury City - England
3127,TEA Salonika - Greece
3128,TEA Saloum - Senegal
3129,TEA Salt Lake - America
3130,TEA Salt Lake reserves
3131,TEA Salt Lake youth team
3132,TEA Salyut - Russia
3133,TEA Salyut-Energia Belgorod - Russia
3134,TEA Salzburg - Austria
3135,TEA Salzburg reserves
3136,TEA Salzburg youth team
3137,TEA Sampdoria - Italy
3138,TEA Sampdoria reserves
3139,TEA Sampdoria youth team
3140,TEA Samsunspor - Turkey
3141,TEA Samtredia - Georgia
3142,TEA San Carlos - Costa Rica
3143,TEA San Jose - America
3144,TEA San Jose - Bolivia
3145,TEA San Jose E - America
3146,TEA San Jose E'quakes - America
3147,TEA San Jose E'quakes reserves
3148,TEA San Jose E'quakes youth team
3149,TEA San Jose reserves
3150,TEA San Jose youth team
3151,TEA San Juan - Argentina
3152,TEA San Juan Jabloteh - Trinidad
3153,TEA San Lorenzo - Argentina
3154,TEA San Lorenzo - Columbia
3155,TEA San Lorenzo de Almagro- - Argentina
3156,TEA San Lorenzo de Almagro- reserves
3157,TEA San Lorenzo de Almagro- youth team
3158,TEA San Lorenzo reserves
3159,TEA San Lorenzo youth team
3160,TEA San Luis - Mexico
3161,TEA San Martin - Peru
3162,TEA Sanat Naft - Iran
3163,TEA Sandefjord - Norway
3164,TEA Sanfrecce - Japan
3165,TEA Sanfrecce Hiroshima - Japan
3166,TEA Sanfrecce Hiroshima reserves
3167,TEA Sanfrecce Hiroshima youth team
3168,TEA Sanfrecce reserves
3169,TEA Sanfrecce youth team
3170,TEA Sangmoo - South Korea
3171,TEA Sangro - Italy
3172,TEA Santa Clara - Portugal
3173,TEA Santa Clara reserves
3174,TEA Santa Clara youth team
3175,TEA Santa Cruz - Bolivia
3176,TEA Santa Fe - Argentina
3177,TEA Santa Maria - Cape Verde
3178,TEA Sante Fe - Columbia
3179,TEA Santiago Morning - Chile
3180,TEA Santos - Brazil
3181,TEA Santos - Costa Rica
3182,TEA Santos - South Africa
3183,TEA Santos Laguna - Mexico
3184,TEA Santos reserves
3185,TEA Santos youth team
3186,TEA Sao Caetano - Brazil
3187,TEA Sao Filipe - Cape Verde
3188,TEA Sao Paulo - Brazil
3189,TEA Sao Paulo reserves
3190,TEA Sao Paulo youth team
3191,TEA Sarajevo - Bosnia
3192,TEA Saransk - Russia
3193,TEA Sarpsborg - Norway
3194,TEA Sarpsborg 08 FF - Norway
3195,TEA Sassuolo - Italy
3196,TEA Sassuolo reserves
3197,TEA Sassuolo youth team
3198,TEA Satellite - Guinea
3199,TEA Saturn Ramenskoe - Russia
3200,TEA Sawahel - Egypt
3201,TEA SC Frieburg - Germany
3202,TEA SC Frieburg reserves
3203,TEA SC Frieburg youth team
3204,TEA SC Gagnoa - Ivory Coast
3205,TEA SC Heerenveen - Holland
3206,TEA SC Heracles - Holland
3207,TEA Schaffhausen - Switzerland
3208,TEA Scorpions - Cape Verde
3209,TEA SCR Altach - Austria
3210,TEA Scunthorpe - England
3211,TEA Scunthorpe United - England
3212,TEA Seattle - America
3213,TEA Seattle reserves
3214,TEA Seattle Sounders - America
3215,TEA Seattle Sounders reserves
3216,TEA Seattle Sounders youth team
3217,TEA Seattle youth team
3218,TEA Seba United - Jamaica
3219,TEA Sedan - France
3220,TEA Selkirk - Scotland
3221,TEA Seongnam - South Korea
3222,TEA Seongnam Ilhwa Chunma - South Korea
3223,TEA Sepahan - Iran
3224,TEA Sepik FC - Guinea
3225,TEA Servette - Switzerland
3226,TEA Sevilla - Spain
3227,TEA Sevilla reserves
3228,TEA Sevilla youth team
3229,TEA Sewe Sport - Ivory Coast
3230,TEA Shahrdari - Iran
3231,TEA Shahrdari Tabriz - Iran
3232,TEA Shakhtar - Ukraine
3233,TEA Shakhtar Donetsk - Ukraine
3234,TEA Shakhtar Donetsk reserves
3235,TEA Shakhtar Donetsk youth team
3236,TEA Shakhtar reserves
3237,TEA Shakhtar youth team
3238,TEA Shamrock - Irish Rep
3239,TEA Shamrock reserves
3240,TEA Shamrock Rovers - Irish Rep
3241,TEA Shamrock Rovers reserves
3242,TEA Shamrock Rovers youth team
3243,TEA Shamrock youth team
3244,TEA Shandong - China
3245,TEA Shandong Luneng - China
3246,TEA Shandong Luneng reserves
3247,TEA Shandong Luneng youth team
3248,TEA Shandong reserves
3249,TEA Shandong youth team
3250,TEA Shanghai - China
3251,TEA Shanghai Cable - China
3252,TEA Shanghai Guoji - China
3253,TEA Shanghai Shenhua - China
3254,TEA Shanghai Shenhua reserves
3255,TEA Shanghai Shenhua youth team
3256,TEA Shanghai SIPG - China
3257,TEA Shanghai SIPG reserves
3258,TEA Shanghai SIPG youth team
3259,TEA Shanxi Baorong - China
3260,TEA Sharks - Nigeria
3261,TEA Sheff Utd - England
3262,TEA Sheff Utd reserves
3263,TEA Sheff Utd youth team
3264,TEA Sheff Wed - England
3265,TEA Sheff Wed reserves
3266,TEA Sheff Wed youth team
3267,TEA Sheffield United - England
3268,TEA Sheffield United reserves
3269,TEA Sheffield United youth team
3270,TEA Sheffield Wednesday - England
3271,TEA Sheffield Wednesday reserves
3272,TEA Sheffield Wednesday youth team
3273,TEA Shelbourne - Irish Rep
3274,TEA Shenhua - China
3275,TEA Shenhua reserves
3276,TEA Shenhua youth team
3277,TEA Shenzhen - China
3278,TEA Shenzhen FC - China
3279,TEA Shenzhen FC reserves
3280,TEA Shenzhen FC youth team
3281,TEA Shenzhen Pingan - China
3282,TEA Shenzhen reserves
3283,TEA Shenzhen youth team
3284,TEA Sheriff Tiraspol - Moldova
3285,TEA Shijiazhuang - China
3286,TEA Shijiazhuang Ever Bright - China
3287,TEA Shijiazhuang Ever Bright reserves
3288,TEA Shijiazhuang Ever Bright youth team
3289,TEA Shijiazhuang reserves
3290,TEA Shijiazhuang youth team
3291,TEA Shimizu - Japan
3292,TEA Shimizu reserves
3293,TEA Shimizu S-Pulse - Japan
3294,TEA Shimizu S-Pulse reserves
3295,TEA Shimizu S-Pulse youth team
3296,TEA Shimizu youth team
3297,TEA Shinnik - Russia
3298,TEA Shinnik Yaroslav - Latvia
3299,TEA Shinnik Yaroslavl - Russia
3300,TEA Shirin-Faraz - Iran
3301,TEA Shkumbini - Albania
